,Load (lbf),Resistance (Ohms)
1157,6.139,2709.48614
1158,6.144,2546.02975
1159,6.151,2438.77782
1160,6.159,2585.66639
1161,6.164,2502.40436
1162,6.17,2504.25884
1163,6.174,2569.07363
1164,6.176,2575.98749
1165,6.181,2520.59183
1166,6.188,2463.53717
1167,6.191,2429.18145
1168,6.196,2544.82442
1169,6.204,2594.57892
1170,6.208,2490.73534
1171,6.215,2563.14734
1172,6.22,2465.26858
1173,6.222,2461.11313
1174,6.227,2518.81771
1175,6.236,2327.82092
1176,6.24,2370.14665
1177,6.246,2536.10569
1178,6.252,2421.19759
1179,6.256,2409.85426
1180,6.265,2563.77149
1181,6.271,2476.02241
1182,6.278,2419.84022
1183,6.284,2420.80575
1184,6.287,2435.29483
1185,6.293,2491.10007
1186,6.301,2451.32018
1187,6.303,2445.03988
1188,6.308,2394.05254
1189,6.315,2507.55676
1190,6.317,2418.13118
1191,6.323,2390.75778
1192,6.331,2548.75388
1193,6.335,2276.20634
1194,6.34,2405.3588
1195,6.346,2370.85725
1196,6.35,2278.76801
1197,6.359,2499.32713
1198,6.366,2229.39366
1199,6.372,2505.15587
1200,6.379,2310.77512
1201,6.383,2325.78012
1202,6.391,2390.06863
1203,6.4,2411.03406
1204,6.407,2381.59645
1205,6.415,2394.1097
1206,6.424,2362.24221
1207,6.43,2477.02096
1208,6.432,2467.85931
1209,6.436,2408.13354
1210,6.44,2351.27844
1211,6.445,2393.5752
1212,6.449,2353.6381
1213,6.455,2387.74804
1214,6.461,2389.57276
1215,6.467,2338.97388
1216,6.472,2428.53095
1217,6.477,2435.74025
1218,6.481,2266.83434
1219,6.488,2259.12792
1220,6.499,2272.76927
1221,6.507,2490.01366
1222,6.513,2343.90939
1223,6.519,2442.55486
1224,6.525,2381.60676
1225,6.526,2212.81055
1226,6.529,2392.532
1227,6.534,2329.92923
1228,6.54,2341.8744
1229,6.541,2279.73421
1230,6.544,2207.6527
1231,6.548,2225.93054
1232,6.554,2417.226
1233,6.56,2323.6532
1234,6.569,2242.14848
1235,6.573,2262.0462
1236,6.579,2334.02386
1237,6.587,2328.92555
1238,6.592,2296.60378
1239,6.599,2245.5655
1240,6.606,2308.37728
1241,6.615,2350.90543
1242,6.622,2348.25812
1243,6.624,2330.00689
1244,6.627,2322.02386
1245,6.634,2353.68432
1246,6.639,2181.68932
1247,6.645,2395.47079
1248,6.652,2255.9805
1249,6.656,2265.146
1250,6.663,2396.87423
1251,6.669,2322.81542
1252,6.672,2194.40442
1253,6.687,2202.85896
1254,6.698,2432.91972
1255,6.704,2238.57857
1256,6.71,2289.69665
1257,6.718,2270.58787
1258,6.723,2295.9172
1259,6.727,2337.44575
1260,6.735,2286.14748
1261,6.737,2326.86032
1262,6.738,2202.01576
1263,6.742,2241.80991
1264,6.747,2266.97777
1265,6.75,2223.67374
1266,6.76,2318.07525
1267,6.766,2314.09101
1268,6.772,2264.58466
1269,6.777,2374.93911
1270,6.784,2328.34082
1271,6.792,2347.09758
1272,6.799,2282.85618
1273,6.803,2288.7976
1274,6.809,2303.74725
1275,6.814,2247.50985
1276,6.816,2378.28914
1277,6.823,2219.34958
1278,6.83,2190.49276
1279,6.833,2288.0091
1280,6.838,2326.0876
1281,6.844,2265.70695
1282,6.846,2285.67946
1283,6.85,2235.22716
1284,6.856,2346.18652
1285,6.861,2250.49045
1286,6.867,2338.65265
1287,6.875,2137.43261
1288,6.878,2270.05665
1289,6.884,2365.25552
1290,6.892,2194.97675
1291,6.894,2251.71625
1292,6.9,2196.74598
1293,6.908,2252.08871
1294,6.914,2214.37359
1295,6.921,2260.24599
1296,6.925,2154.9236
1297,6.931,2212.19737
1298,6.943,2319.32412
1299,6.948,2383.42134
1300,6.952,2104.20022
1301,6.956,2275.58211
1302,6.959,2236.107
1303,6.964,2204.62266
1304,6.972,2266.54364
1305,6.977,2207.5466
1306,6.984,2184.04019
1307,6.989,2149.45948
1308,6.993,2255.67266
1309,7.0,2100.43964
1310,7.005,2164.48257
1311,7.007,2155.05891
1312,7.013,2146.29813
1313,7.02,2157.37995
1314,7.023,1981.42404
1315,7.028,2060.92767
1316,7.033,2201.52964
1317,7.036,2121.08035
1318,7.041,2203.84456
1319,7.045,2270.60769
1320,7.05,2153.10699
1321,7.053,2239.03186
1322,7.058,2278.81686
1323,7.065,2160.52498
1324,7.068,2113.81292
1325,7.071,2293.59173
1326,7.077,2286.84145
1327,7.083,2152.929
1328,7.085,2143.5406
1329,7.089,2179.2424
1330,7.097,2148.44931
1331,7.105,2157.41731
1332,7.118,2124.02635
1333,7.13,2110.62761
1334,7.141,2195.99525
1335,7.148,2046.1719
1336,7.152,2050.05746
1337,7.157,2139.28791
1338,7.166,2072.18203
1339,7.173,2084.25354
1340,7.184,2304.3555
1341,7.19,2124.00786
1342,7.197,2126.46953
1343,7.201,2020.7283
1344,7.202,2014.97133
1345,7.205,2143.51477
1346,7.209,2187.41041
1347,7.212,2154.74659
1348,7.213,2079.58456
1349,7.215,2161.08365
1350,7.218,2114.29951
1351,7.224,2069.84048
1352,7.228,2155.64966
1353,7.236,2075.79276
1354,7.245,2046.39169
1355,7.254,2053.87819
1356,7.261,2050.80657
1357,7.264,2051.5297
1358,7.27,2084.04028
1359,7.277,2006.03092
1360,7.28,2064.03709
1361,7.288,2002.05433
1362,7.294,2049.28306
1363,7.296,2159.73504
1364,7.301,2026.10823
1365,7.311,2115.41924
1366,7.319,2081.10199
1367,7.328,1969.38125
1368,7.335,1879.11044
1369,7.343,2057.84527
1370,7.347,2132.57077
1371,7.351,2094.2224
1372,7.356,2106.87025
1373,7.36,1967.82585
1374,7.364,2128.17817
1375,7.368,2057.3698
1376,7.373,2076.06024
1377,7.379,2015.1874
1378,7.388,2048.81962
1379,7.392,2113.36644
1380,7.398,1894.15901
1381,7.405,2006.2413
1382,7.41,2155.18227
1383,7.422,2206.45041
1384,7.428,2069.60829
1385,7.434,2033.30168
1386,7.439,1973.96777
1387,7.443,2083.5334
1388,7.451,2006.6491
1389,7.457,2087.6068
1390,7.458,1982.72067
1391,7.461,1946.06473
1392,7.465,2247.28161
1393,7.47,1930.31889
1394,7.474,2144.99602
1395,7.482,1966.02317
1396,7.49,2006.99638
1397,7.497,1967.95043
1398,7.505,2140.66694
1399,7.512,2141.23757
1400,7.52,2023.12573
1401,7.528,2072.50841
1402,7.537,1968.78057
1403,7.542,2076.67644
1404,7.545,1950.17033
1405,7.551,1988.6488
1406,7.555,2033.78235
1407,7.559,1893.64126
1408,7.563,2032.57531
1409,7.567,2025.75234
1410,7.57,1952.17319
1411,7.574,2029.65309
1412,7.579,2130.8208
1413,7.582,2011.78809
1414,7.586,1905.97642
1415,7.592,1895.29827
1416,7.599,2061.40758
1417,7.608,1956.41875
1418,7.62,1910.80317
1419,7.629,2028.16469
1420,7.633,2149.40832
1421,7.636,1987.8939
1422,7.642,2051.75316
1423,7.648,2042.95006
1424,7.649,2045.29413
1425,7.652,2083.21615
1426,7.656,1981.32546
1427,7.662,1943.52904
1428,7.664,1996.37636
1429,7.671,1968.06224
1430,7.678,2024.47904
1431,7.682,1945.7952
1432,7.687,1883.57878
1433,7.694,1988.24857
1434,7.699,1902.49037
1435,7.709,2052.54438
1436,7.712,2044.74476
1437,7.715,2067.46763
1438,7.719,2077.89491
1439,7.73,2066.98747
1440,7.743,1970.1663
1441,7.751,2020.4804
1442,7.758,1950.49091
1443,7.762,2003.19232
1444,7.765,2080.24073
1445,7.771,2006.29557
1446,7.777,2006.29625
1447,7.78,1925.53556
1448,7.785,2088.87251
1449,7.793,2102.80759
1450,7.799,1982.50895
1451,7.805,1805.90648
1452,7.811,2005.3091
1453,7.816,1934.37223
1454,7.821,1908.68916
1455,7.826,1955.52183
1456,7.832,1982.84232
1457,7.842,1961.87917
1458,7.848,2130.3078
1459,7.856,2034.72867
1460,7.862,2008.13056
1461,7.867,1963.30744
1462,7.875,2072.88833
1463,7.879,2044.77608
1464,7.888,2057.59395
1465,7.895,2031.53417
1466,7.9,2030.79164
1467,7.904,2012.75984
1468,7.909,2018.04194
1469,7.915,2090.76499
1470,7.923,2016.17629
1471,7.927,2071.74497
1472,7.931,2167.83836
1473,7.936,2032.58172
1474,7.94,2021.44751
1475,7.944,1955.17023
1476,7.95,1930.16805
1477,7.958,1959.08724
1478,7.966,1968.6045
1479,7.975,1852.62595
1480,7.978,1943.7678
1481,7.984,1930.34617
1482,7.989,1841.82378
1483,7.991,1902.6072
1484,7.994,1747.40467
1485,7.999,2037.7664
1486,8.004,1843.71672
1487,8.008,2054.15484
1488,8.014,1900.67441
1489,8.02,1839.86356
1490,8.027,1782.4128
1491,8.037,1898.79238
1492,8.041,1876.90049
1493,8.047,1847.71963
1494,8.054,2049.93183
1495,8.058,1976.99394
1496,8.065,1980.47468
1497,8.071,1918.6685
1498,8.075,2046.15912
1499,8.081,1943.47359
1500,8.086,1888.51807
1501,8.089,1844.55849
1502,8.094,1868.36298
1503,8.1,1972.91363
1504,8.104,1959.75319
1505,8.109,1965.90468
1506,8.116,1937.07684
1507,8.119,1874.72292
1508,8.124,1827.44325
1509,8.13,1886.85116
1510,8.135,1893.71003
1511,8.139,1963.35072
1512,8.143,2013.30688
1513,8.149,1906.50249
1514,8.153,1979.84222
1515,8.161,1856.0258
1516,8.166,1905.52591
1517,8.171,1856.0512
1518,8.181,1946.3503
1519,8.188,1888.42127
1520,8.198,1918.99273
1521,8.207,1835.93708
1522,8.216,1990.48075
1523,8.224,1891.7489
1524,8.235,1870.97461
1525,8.241,2041.74997
1526,8.244,2006.51393
1527,8.249,1929.8488
1528,8.253,1964.61451
1529,8.255,2082.27796
1530,8.259,1842.47826
1531,8.264,1977.64965
1532,8.265,2005.71362
1533,8.267,2026.18812
1534,8.27,1925.70189
1535,8.274,1946.49881
1536,8.28,2002.53543
1537,8.288,1961.59118
1538,8.299,1923.81925
1539,8.306,1931.37888
1540,8.313,1916.16233
1541,8.315,1686.9256
1542,8.317,2047.04266
1543,8.323,2025.39702
1544,8.331,1871.16693
1545,8.339,1791.38138
1546,8.348,1858.01916
1547,8.353,1861.63314
1548,8.359,1889.50694
1549,8.365,1908.06469
1550,8.368,1873.40793
1551,8.373,1803.48362
1552,8.381,1920.81121
1553,8.384,1935.71179
1554,8.39,1897.51116
1555,8.397,1904.52021
1556,8.402,1751.73534
1557,8.413,1888.16282
1558,8.419,1897.61564
1559,8.425,1991.82203
1560,8.431,1936.73334
1561,8.434,1815.75089
1562,8.438,1897.65787
1563,8.447,1843.81199
1564,8.449,1859.51035
1565,8.454,1950.89716
1566,8.461,1861.52237
1567,8.463,1896.27747
1568,8.468,1776.23745
1569,8.473,1894.747
1570,8.477,2091.25518
1571,8.48,1834.55151
1572,8.484,1753.28192
1573,8.49,1928.95113
1574,8.494,1936.49186
1575,8.499,1809.34413
1576,8.508,1901.82481
1577,8.514,1956.24468
1578,8.524,1785.047
1579,8.532,1764.34561
1580,8.54,1887.2699
1581,8.548,1942.51435
1582,8.553,1817.49652
1583,8.563,1728.50598
1584,8.57,1899.80609
1585,8.577,1919.36134
1586,8.582,1813.45647
1587,8.585,1893.5281
1588,8.592,1801.05457
1589,8.596,1812.19642
1590,8.598,1804.46223
1591,8.601,1676.3039
1592,8.607,1909.19159
1593,8.613,1902.51298
1594,8.62,1821.10037
1595,8.63,1835.62554
1596,8.632,1899.96685
1597,8.635,1920.23932
1598,8.639,1936.19169
1599,8.643,1783.13432
1600,8.646,1819.2103
1601,8.649,1936.67576
1602,8.655,1774.015
1603,8.659,1894.09866
1604,8.665,1740.56683
1605,8.674,1772.52884
1606,8.68,1948.79241
1607,8.689,1952.43416
1608,8.695,1872.5166
1609,8.698,1811.99574
1610,8.703,1967.3769
1611,8.71,1877.24039
1612,8.714,1783.04211
1613,8.724,1841.31404
1614,8.732,1815.12688
1615,8.741,1949.22816
1616,8.748,1740.50253
1617,8.751,1846.94012
1618,8.759,1882.50789
1619,8.764,1830.91521
1620,8.768,1858.79886
1621,8.777,1802.89554
1622,8.78,1916.02562
1623,8.783,1931.63184
1624,8.788,1765.22959
1625,8.793,1806.86608
1626,8.797,1916.65766
1627,8.804,1697.53498
1628,8.812,1757.94999
1629,8.816,1775.79233
1630,8.824,1803.00767
1631,8.829,1818.7159
1632,8.833,1840.6875
1633,8.84,1855.91511
1634,8.843,1854.70638
1635,8.845,1775.94741
1636,8.848,1835.13916
1637,8.854,1862.11085
1638,8.859,1927.25868
1639,8.866,1763.34574
1640,8.874,1885.35469
1641,8.879,1974.84072
1642,8.884,1719.55297
1643,8.891,1829.28318
1644,8.896,1722.6627
1645,8.902,1752.23541
1646,8.909,1838.90693
1647,8.913,1708.82347
1648,8.918,1839.08771
1649,8.924,1825.63771
1650,8.927,1867.76556
1651,8.934,1796.86623
1652,8.943,1897.25965
1653,8.95,1756.426
1654,8.958,1783.71218
1655,8.961,1795.55543
1656,8.965,1592.05372
1657,8.973,1948.77552
1658,8.979,1802.47856
1659,8.986,1774.95467
1660,8.995,1844.55246
1661,8.998,1820.3043
1662,9.005,1787.74755
1663,9.012,1738.09723
1664,9.016,1820.08263
1665,9.022,1806.60846
1666,9.029,1837.77233
1667,9.033,1804.12702
1668,9.039,1785.79678
1669,9.044,1749.17655
1670,9.047,1931.90126
1671,9.054,1844.9124
1672,9.061,1765.68451
1673,9.063,1903.22915
1674,9.068,1883.35373
1675,9.075,1802.97359
1676,9.08,1851.58886
1677,9.085,1889.13705
1678,9.093,1862.50669
1679,9.096,1789.3994
1680,9.102,1800.49537
1681,9.109,1761.2989
1682,9.111,1695.08818
1683,9.115,1633.18078
1684,9.121,1782.95525
1685,9.127,1770.24422
1686,9.133,1783.08924
1687,9.142,1802.23601
1688,9.147,1859.52689
1689,9.153,1801.43391
1690,9.159,1853.97928
1691,9.162,1911.22498
1692,9.169,1721.27352
1693,9.176,1848.97676
1694,9.183,1733.62648
1695,9.192,1977.7718
1696,9.195,2006.67775
1697,9.199,1891.96161
1698,9.205,1785.53952
1699,9.21,1789.14285
1700,9.214,1871.50745
1701,9.22,1713.97716
1702,9.226,1699.59708
1703,9.232,1731.47921
1704,9.24,1796.60562
1705,9.246,1700.37445
1706,9.25,1660.40334
1707,9.258,1802.5969
1708,9.263,1830.9782
1709,9.27,1645.61267
1710,9.275,1791.18379
1711,9.279,1838.11158
1712,9.284,1834.85924
1713,9.292,1665.58399
1714,9.296,1800.45694
1715,9.299,1792.93475
1716,9.307,1841.36434
1717,9.313,1679.64674
1718,9.323,1869.60589
1719,9.333,1721.72126
1720,9.341,1718.27621
1721,9.346,1660.81546
1722,9.349,1757.24034
1723,9.357,1727.46374
1724,9.363,1718.46248
1725,9.366,1791.15796
1726,9.374,1797.17459
1727,9.381,1695.14913
1728,9.386,1855.0614
1729,9.392,1722.16174
1730,9.396,1756.83265
1731,9.401,1781.96858
1732,9.406,1811.32423
1733,9.409,1757.23804
1734,9.41,1728.26796
1735,9.413,1786.75737
1736,9.418,1815.77734
1737,9.423,1578.35302
1738,9.424,1696.23334
1739,9.428,1771.27341
1740,9.433,1674.05236
1741,9.439,1799.41837
1742,9.442,1664.93696
1743,9.449,1684.23318
1744,9.458,1701.18925
1745,9.468,1645.43477
1746,9.478,1666.72237
1747,9.482,1710.10495
1748,9.487,1654.94755
1749,9.492,1746.8987
1750,9.496,1635.93691
1751,9.506,1734.06647
1752,9.514,1702.08935
1753,9.524,1555.56895
1754,9.53,1815.64778
1755,9.538,1720.31033
1756,9.547,1672.05362
1757,9.553,1757.79344
1758,9.559,1717.82809
1759,9.562,1686.94301
1760,9.564,1680.74483
1761,9.566,1655.02929
1762,9.569,1693.02696
1763,9.574,1684.06835
1764,9.578,1604.32741
1765,9.585,1730.36874
1766,9.59,1709.67724
1767,9.593,1663.98614
1768,9.598,1691.97383
1769,9.605,1650.58979
1770,9.61,1808.84866
1771,9.617,1775.52976
1772,9.623,1603.80954
1773,9.627,1567.434
1774,9.632,1759.72616
1775,9.64,1682.24656
1776,9.646,1614.81472
1777,9.654,1676.15474
1778,9.66,1746.04916
1779,9.666,1713.32804
1780,9.674,1699.96774
1781,9.679,1779.20587
1782,9.685,1622.81145
1783,9.692,1749.18794
1784,9.7,1653.39281
1785,9.706,1589.0725
1786,9.708,1704.49993
1787,9.711,1682.13471
1788,9.716,1683.1013
1789,9.722,1547.89479
1790,9.726,1652.06842
1791,9.733,1657.78414
1792,9.739,1683.03887
1793,9.742,1715.09828
1794,9.747,1605.97205
1795,9.754,1648.99005
1796,9.76,1727.27783
1797,9.768,1709.81433
1798,9.775,1550.3726
1799,9.78,1490.22478
1800,9.786,1584.95863
1801,9.793,1632.86302
1802,9.799,1651.70506
1803,9.808,1669.09251
1804,9.812,1539.96895
1805,9.816,1607.97165
1806,9.823,1582.10823
1807,9.828,1652.59657
1808,9.836,1637.02849
1809,9.841,1622.1127
1810,9.845,1710.85861
1811,9.849,1576.71348
1812,9.854,1598.14397
1813,9.857,1616.46796
1814,9.862,1678.72432
1815,9.866,1688.60563
1816,9.873,1731.6732
1817,9.878,1554.10391
1818,9.883,1687.39131
1819,9.889,1610.80624
1820,9.893,1497.96697
1821,9.898,1753.929
1822,9.904,1557.49139
1823,9.908,1610.86138
1824,9.916,1632.4409
1825,9.923,1667.69321
1826,9.936,1663.09142
1827,9.94,1694.30246
1828,9.944,1686.16643
1829,9.951,1710.84665
1830,9.956,1581.69916
1831,9.958,1617.54121
1832,9.963,1584.44578
1833,9.967,1650.82657
1834,9.971,1658.15799
1835,9.977,1662.38514
1836,9.986,1638.42248
1837,9.992,1630.45102
1838,10.0,1723.84898
1839,10.0,1552.50171
1840,10.01,1520.14737
1841,10.02,1716.65735
1842,10.02,1648.05393
1843,10.03,1716.04355
1844,10.03,1690.64003
1845,10.04,1643.24506
1846,10.04,1616.21148
1847,10.04,1577.85916
1848,10.05,1624.18598
1849,10.06,1638.99122
1850,10.07,1550.65937
1851,10.07,1594.90693
1852,10.08,1638.08299
1853,10.09,1619.14796
1854,10.09,1710.21849
1855,10.09,1660.14921
1856,10.1,1686.33937
1857,10.1,1545.05679
1858,10.1,1553.67986
1859,10.11,1648.76529
1860,10.12,1532.22395
1861,10.12,1698.26936
1862,10.14,1735.75663
1863,10.14,1558.29599
1864,10.15,1571.772
1865,10.16,1639.09178
1866,10.16,1736.10833
1867,10.17,1649.97117
1868,10.17,1704.89026
1869,10.18,1408.85312
1870,10.19,1528.24843
1871,10.19,1783.12237
1872,10.2,1654.8355
1873,10.21,1652.9592
1874,10.22,1684.28553
1875,10.22,1639.5174
1876,10.23,1643.45582
1877,10.23,1766.79597
1878,10.24,1665.63894
1879,10.24,1547.64822
1880,10.24,1556.8326
1881,10.25,1602.89414
1882,10.25,1532.73051
1883,10.26,1573.53612
1884,10.27,1761.31847
1885,10.27,1592.06074
1886,10.28,1596.71402
1887,10.28,1596.28736
1888,10.29,1542.71179
1889,10.29,1568.0801
1890,10.3,1553.47293
1891,10.3,1529.31572
1892,10.3,1547.96915
1893,10.31,1476.86259
1894,10.31,1547.17313
1895,10.32,1537.93761
1896,10.33,1578.25821
1897,10.33,1605.92526
1898,10.34,1495.17782
1899,10.34,1459.30244
1900,10.35,1432.90084
1901,10.36,1555.06864
1902,10.37,1522.3127
1903,10.37,1512.4037
1904,10.38,1501.13109
1905,10.38,1371.25326
1906,10.39,1630.17521
1907,10.39,1571.39551
1908,10.4,1548.42037
1909,10.4,1679.8334
1910,10.41,1581.01152
1911,10.41,1687.68117
1912,10.41,1580.05601
1913,10.41,1618.30713
1914,10.42,1545.844
1915,10.42,1608.54375
1916,10.43,1388.74405
1917,10.44,1541.92333
1918,10.45,1464.81371
1919,10.46,1490.88596
1920,10.46,1454.74501
1921,10.47,1584.10493
1922,10.48,1509.06893
1923,10.48,1568.41701
1924,10.48,1553.99934
1925,10.49,1495.63715
1926,10.49,1581.24346
1927,10.5,1588.2535
1928,10.5,1583.20285
1929,10.51,1460.47155
1930,10.52,1442.76235
1931,10.52,1634.77897
1932,10.53,1638.33215
1933,10.54,1540.82662
1934,10.55,1611.97484
1935,10.56,1519.13571
1936,10.57,1580.6742
1937,10.58,1704.15115
1938,10.58,1647.77255
1939,10.58,1550.81244
1940,10.59,1541.79539
1941,10.59,1576.30791
1942,10.6,1573.88184
1943,10.6,1638.9487
1944,10.61,1520.91427
1945,10.61,1654.91657
1946,10.62,1695.53733
1947,10.62,1620.66522
1948,10.62,1613.89877
1949,10.63,1612.10109
1950,10.63,1581.99206
1951,10.64,1601.16944
1952,10.64,1597.41063
1953,10.65,1612.14468
1954,10.66,1509.20221
1955,10.66,1636.47458
1956,10.67,1506.51576
1957,10.67,1606.24768
1958,10.68,1631.5327
1959,10.69,1414.75618
1960,10.69,1421.90364
1961,10.69,1634.24476
1962,10.69,1545.90321
1963,10.7,1539.30327
1964,10.71,1490.30368
1965,10.72,1571.42811
1966,10.73,1597.76559
1967,10.73,1534.76632
1968,10.74,1584.51244
1969,10.74,1650.60943
1970,10.75,1651.64921
1971,10.75,1563.4193
1972,10.76,1653.2306
1973,10.77,1563.73989
1974,10.78,1545.75451
1975,10.79,1617.91282
1976,10.79,1530.33021
1977,10.8,1557.07899
1978,10.8,1610.07876
1979,10.81,1499.51214
1980,10.81,1519.96221
1981,10.81,1523.68274
1982,10.82,1538.90333
1983,10.82,1591.63366
1984,10.82,1650.48711
1985,10.83,1602.48303
1986,10.83,1653.53389
1987,10.85,1686.20227
1988,10.85,1565.47287
1989,10.86,1611.64529
1990,10.87,1474.62671
1991,10.87,1636.68359
1992,10.88,1539.89892
1993,10.88,1637.60036
1994,10.89,1626.2203
1995,10.89,1596.66284
1996,10.89,1425.46878
1997,10.9,1580.23954
1998,10.9,1487.24313
1999,10.9,1384.20941
2000,10.91,1505.25259
2001,10.91,1589.34369
2002,10.92,1496.94052
2003,10.92,1445.42058
2004,10.93,1495.6695
2005,10.93,1446.5819
2006,10.94,1451.17006
2007,10.94,1491.51747
2008,10.94,1400.17014
2009,10.95,1605.51009
2010,10.96,1576.44601
2011,10.97,1551.3046
2012,10.97,1568.28478
2013,10.98,1486.5425
2014,10.99,1467.30543
2015,10.99,1526.08829
2016,11.0,1522.01664
2017,11.01,1524.68813
2018,11.01,1436.72364
2019,11.02,1575.58754
2020,11.03,1592.65362
2021,11.04,1552.64333
2022,11.04,1583.72614
2023,11.04,1400.20467
2024,11.05,1621.13219
2025,11.05,1607.7812
2026,11.05,1547.19934
2027,11.06,1381.71098
2028,11.06,1522.30782
2029,11.06,1414.40209
2030,11.06,1437.20641
2031,11.06,1429.70287
2032,11.06,1404.25546
2033,11.06,19973.7866
2034,3.774,211610.891
2035,0.01,212009.522
2036,0.009,206993.893
2037,0.009,200005.942
2038,0.009,199522.905
2039,0.008,197662.35
2040,0.009,189485.89
2041,0.008,192855.226
2042,0.008,198006.844
2043,0.008,197565.496
2044,0.008,197109.523
2045,0.008,191830.608
2046,0.008,190007.556
2047,0.008,192477.223
2048,0.008,193000.028
2049,0.008,198967.549
2050,0.008,203719.188
2051,0.008,202957.766
2052,0.008,183183.302
2053,0.008,183345.257
2054,0.007,185820.637
2055,0.007,184536.219
2056,0.007,185607.428
2057,0.007,179337.271
2058,0.007,177226.738
2059,0.007,177470.909
2060,0.007,196299.432
2061,0.007,195975.218
2062,0.007,192904.47
2063,0.007,194882.037
2064,0.007,193608.013
2065,0.007,193767.05
2066,0.007,190885.561
2067,0.007,191742.28
2068,0.007,193429.42
2069,0.007,188723.86
2070,0.007,175139.577
2071,0.007,171815.722
2072,0.007,170702.742
2073,0.007,170397.33
2074,0.007,170172.579
2075,0.007,170477.919
2076,0.007,170188.129
