,Load (lbf),Resistance (Ohms)
1151,0.744,38195.1201
1152,0.744,37898.9304
1153,0.744,37613.2757
1154,0.744,37447.2246
1155,0.744,37972.2814
1156,0.744,37367.0807
1157,0.744,36972.6371
1158,0.743,36778.8336
1159,0.744,36844.753
1160,0.743,36513.072
1161,0.743,36569.7363
1162,0.743,36582.4975
1163,0.743,36540.8763
1164,0.743,36017.3839
1165,0.743,35913.5362
1166,0.744,35111.4137
1167,0.744,34814.9909
1168,0.743,34769.3893
1169,0.743,35123.5401
1170,0.743,34837.1066
1171,0.743,34562.2507
1172,0.743,35056.3403
1173,0.743,35209.8489
1174,0.743,35153.404
1175,0.743,34975.8751
1176,0.743,34698.2181
1177,0.743,34251.2399
1178,0.744,34615.3557
1179,0.744,34494.6132
1180,0.744,34161.6181
1181,0.744,34289.219
1182,0.744,34224.295
1183,0.743,34103.475
1184,0.744,33869.317
1185,0.744,33888.8141
1186,0.743,33681.6863
1187,0.744,33177.0058
1188,0.744,33017.6994
1189,0.744,32731.3739
1190,0.743,32829.4801
1191,0.744,32644.0115
1192,0.744,32319.8936
1193,0.744,32254.8654
1194,0.744,32103.1892
1195,0.743,32139.8791
1196,0.744,32114.297
1197,0.744,32245.1408
1198,0.744,32006.5178
1199,0.744,31950.2207
1200,0.744,32105.7458
1201,0.744,32148.5722
1202,0.744,32283.9278
1203,0.744,32362.609
1204,0.746,32458.7705
1205,0.742,31346.7645
1206,0.756,32203.2829
1207,0.742,32056.3201
1208,0.742,31963.9882
1209,0.743,31768.547
1210,0.743,31664.3827
1211,0.743,31596.1243
1212,0.743,31552.9804
1213,0.744,31524.9026
1214,0.744,31525.8876
1215,0.744,31475.2853
1216,0.744,31437.5964
1217,0.744,31477.4574
1218,0.744,31840.9449
1219,0.744,31795.6597
1220,0.744,31473.2548
1221,0.744,31676.0794
1222,0.744,31994.0829
1223,0.744,32016.9579
1224,0.744,31836.9008
1225,0.744,25267.3385
1226,1.0,22196.2259
1227,0.901,21033.7032
1228,0.931,28386.4328
1229,0.799,7254.47217
1230,1.722,3584.309
1231,5.776,3485.15759
1232,5.726,3299.02624
1233,5.738,3337.4647
1234,5.744,3417.32784
1235,5.736,3258.71472
1236,5.742,3242.06132
1237,5.739,3295.73281
1238,5.739,3286.02646
1239,5.739,3521.00567
1240,5.738,3478.33459
1241,5.738,3309.44455
1242,5.738,3405.30875
1243,5.738,3235.9338
1244,5.738,3213.11422
1245,5.737,3373.08967
1246,5.737,3210.01619
1247,5.737,3264.6582
1248,5.737,3266.87614
1249,5.738,3120.22313
1250,5.737,3296.1853
1251,5.738,3449.28921
1252,5.737,3265.17156
1253,5.738,3303.61068
1254,5.738,3198.56154
1255,5.738,3215.91517
1256,5.738,3312.19875
1257,5.738,3247.06173
1258,5.738,3385.41427
1259,5.738,3295.04395
1260,5.738,3223.50918
1261,5.737,3095.03058
1262,5.738,3316.51665
1263,5.737,3245.28089
1264,5.738,3198.7542
1265,5.739,3299.53477
1266,5.738,3336.47307
1267,5.738,3445.02512
1268,5.738,3353.40586
1269,5.738,3314.94742
1270,5.738,3265.90823
1271,5.738,3310.38479
1272,5.738,3340.16185
1273,5.737,3241.20529
1274,5.738,3275.69968
1275,5.738,3285.38004
1276,5.738,3241.76504
1277,5.738,3156.62354
1278,5.737,3319.18376
1279,5.737,3197.79338
1280,5.738,3276.97299
1281,5.738,3306.6007
1282,5.739,3371.05418
1283,5.739,3308.23342
1284,5.739,3350.99315
1285,5.739,3119.35417
1286,5.738,3218.97923
1287,5.738,3368.11004
1288,5.739,3214.4007
1289,5.739,3181.14244
1290,5.739,3162.36503
1291,5.739,3290.36004
1292,5.739,3130.36181
1293,5.739,3260.27259
1294,5.738,3208.01171
1295,5.739,3136.22539
1296,5.739,3148.35064
1297,5.739,3215.51919
1298,5.738,3259.86512
1299,5.738,3017.10841
1300,5.738,3272.71558
1301,5.738,3152.79883
1302,5.737,3119.49209
1303,5.737,3363.61889
1304,5.737,3143.03308
1305,5.737,3232.22513
1306,5.737,3138.41332
1307,5.737,3234.80722
1308,5.737,3299.95146
1309,5.737,3233.40861
1310,5.737,3162.8103
1311,5.737,3274.85681
1312,5.737,3225.76327
1313,5.737,3268.54384
1314,5.737,3239.70698
1315,5.737,3146.04605
1316,5.737,3163.29551
1317,5.737,3223.07458
1318,5.737,3301.20182
1319,5.737,3257.41969
1320,5.737,3331.94551
1321,5.737,3156.37042
1322,5.737,3278.11913
1323,5.737,3206.23678
1324,5.737,3174.28114
1325,5.737,3128.71639
1326,5.737,3174.93624
1327,5.737,3499.19851
1328,5.737,3208.54007
1329,5.739,3389.62397
1330,5.738,3331.28255
1331,5.738,3276.37931
1332,5.738,3141.71208
1333,5.738,3202.30189
1334,5.738,3144.37802
1335,5.737,3230.82754
1336,5.737,3311.29649
1337,5.737,3264.69527
1338,5.737,3365.13413
1339,5.737,3286.92731
1340,5.737,3406.28783
1341,5.737,3367.11591
1342,5.737,3328.90506
1343,5.737,3203.42249
1344,5.738,3234.3131
1345,5.738,3220.83054
1346,5.739,3232.52102
1347,5.738,3263.31249
1348,5.738,3236.80092
1349,5.738,3162.90448
1350,5.738,3145.95619
1351,5.738,3306.65082
1352,5.737,3328.63102
1353,5.737,3174.9206
1354,5.737,3157.07773
1355,5.737,3286.67401
1356,5.737,3291.70591
1357,5.737,3265.90808
1358,5.737,3246.11521
1359,5.737,3194.16222
1360,5.737,3351.30225
1361,5.737,3269.05004
1362,5.737,3093.25911
1363,5.737,3211.26576
1364,5.737,3276.53556
1365,5.737,3117.70382
1366,5.737,3141.69182
1367,5.737,3366.55977
1368,5.737,3155.17153
1369,5.737,3307.30179
1370,5.738,3079.49185
1371,5.738,3338.90372
1372,5.737,3256.76869
1373,5.737,3127.97213
1374,5.737,3188.61088
1375,5.737,3245.22716
1376,5.737,3218.33447
1377,5.737,3313.62697
1378,5.737,3278.2325
1379,5.737,3296.59871
1380,5.737,3210.54082
1381,5.737,3298.60941
1382,5.737,3268.90872
1383,5.737,3284.00985
1384,5.737,3157.34441
1385,5.738,3373.4435
1386,5.737,3268.13369
1387,5.737,3276.11225
1388,5.737,3291.80726
1389,5.737,3218.57388
1390,5.737,3295.30067
1391,5.737,3316.19001
1392,5.737,3241.40424
1393,5.737,3286.38136
1394,5.737,3411.22565
1395,5.737,3295.05557
1396,5.737,3361.99419
1397,5.737,3268.66741
1398,5.737,3347.02503
1399,5.737,3312.50537
1400,5.739,3210.7031
1401,5.739,3238.15077
1402,5.739,3263.20398
1403,5.739,3390.26823
1404,5.737,3288.89451
1405,5.739,3370.90079
1406,5.738,3357.84768
1407,5.738,3209.92379
1408,5.738,3175.44494
1409,5.738,3110.78658
1410,5.738,3360.44818
1411,5.738,3303.17693
1412,5.738,3283.72415
1413,5.738,3403.78167
1414,5.739,3163.6154
1415,5.739,3328.66995
1416,5.739,3282.77233
1417,5.739,3353.34729
1418,5.738,3218.53587
1419,5.739,3391.18378
1420,5.739,3189.3077
1421,5.74,3318.01189
1422,5.744,3364.3259
1423,5.589,3439.31999
1424,5.791,71842.5773
1425,0.771,43728.6129
1426,0.75,43227.4513
1427,0.75,41729.9395
1428,0.749,40952.4561
1429,0.749,40084.4329
1430,0.749,39973.876
1431,0.749,39675.4368
1432,0.749,39337.2885
1433,0.749,38201.3379
1434,0.749,37916.6733
1435,0.749,38387.2969
1436,0.749,38872.2407
1437,0.749,39320.6823
1438,0.749,38792.7204
1439,0.749,38641.1959
1440,0.749,37892.6366
1441,0.748,37657.1114
1442,0.748,37398.5432
1443,0.749,37602.4446
1444,0.748,37067.1981
1445,0.748,36942.479
1446,0.748,36980.09
1447,0.748,36679.2538
1448,0.748,36385.4302
1449,0.748,35858.2842
1450,0.748,35768.9483
1451,0.748,35378.173
1452,0.748,33927.0306
1453,0.86,31054.5262
1454,0.837,29649.8221
1455,0.997,7315.36981
1456,2.712,3926.74447
1457,5.797,3731.43424
1458,5.706,3438.34753
1459,5.704,3455.11095
1460,5.735,3428.27362
1461,5.737,3498.85673
1462,5.73,3373.30662
1463,5.737,3386.34123
1464,5.734,3302.7145
1465,5.738,3426.00553
1466,5.735,3405.70959
1467,5.736,3390.61498
1468,5.735,3416.41054
1469,5.735,3298.00718
1470,5.735,3369.93043
1471,5.735,3392.27028
1472,5.735,3314.00707
1473,5.734,3420.53808
1474,5.734,3373.44334
1475,5.735,3172.47817
1476,5.734,3359.81886
1477,5.734,3372.22501
1478,5.734,3446.63839
1479,5.735,3247.16897
1480,5.734,3296.22893
1481,5.735,3367.18621
1482,5.734,3263.39837
1483,5.734,3325.07301
1484,5.734,3328.7376
1485,5.734,3400.45354
1486,5.734,3125.1603
1487,5.734,3232.72073
1488,5.734,3283.0501
1489,5.734,3362.70466
1490,5.734,3338.65835
1491,5.734,3220.90017
1492,5.734,3406.06038
1493,5.734,3415.52182
1494,5.734,3328.58884
1495,5.734,3323.21572
1496,5.734,3353.31681
1497,5.734,3355.26418
1498,5.734,3393.74058
1499,5.734,3223.72105
1500,5.734,3310.00781
1501,5.734,3270.49853
1502,5.734,3182.46674
1503,5.734,3424.34599
1504,5.734,3477.05987
1505,5.734,3256.64658
1506,5.734,3390.79625
1507,5.734,3259.04097
1508,5.734,3397.27207
1509,5.734,3272.08743
1510,5.734,3343.17876
1511,5.734,3413.19317
1512,5.734,3370.46473
1513,5.734,3452.40166
1514,5.734,3282.45413
1515,5.734,3353.06547
1516,5.734,3304.82764
1517,5.734,3374.71994
1518,5.734,3419.63009
1519,5.734,3326.85374
1520,5.734,3332.12584
1521,5.734,3413.87555
1522,5.734,3293.18561
1523,5.734,3291.4219
1524,5.734,3276.86644
1525,5.734,3202.71212
1526,5.734,3462.49688
1527,5.734,3322.4924
1528,5.734,3403.776
1529,5.734,3217.79791
1530,5.734,3151.9277
1531,5.734,3284.8611
1532,5.734,3295.54292
1533,5.734,3123.45529
1534,5.734,3218.54372
1535,5.733,3291.09776
1536,5.734,3191.90933
1537,5.734,3205.78662
1538,5.734,3218.92188
1539,5.734,3077.93395
1540,5.734,3236.66727
1541,5.734,3393.89744
1542,5.734,3068.09627
1543,5.734,3215.88325
1544,5.734,3277.2129
1545,5.734,3177.22799
1546,5.733,3221.50659
1547,5.733,3256.88137
1548,5.734,3173.43353
1549,5.734,3259.76276
1550,5.733,3269.53189
1551,5.734,3258.23858
1552,5.734,3286.4851
1553,5.734,3252.79877
1554,5.734,3258.54174
1555,5.733,3235.40897
1556,5.733,3335.34095
1557,5.734,3350.44625
1558,5.734,3383.17408
1559,5.734,3286.7716
1560,5.734,3266.52202
1561,5.735,3279.00275
1562,5.735,3262.07478
1563,5.735,3200.70425
1564,5.735,3364.3548
1565,5.734,3173.05224
1566,5.736,3310.30282
1567,5.805,104407.057
1568,1.86,42525.1899
1569,0.747,43148.3671
1570,0.749,41052.4939
1571,0.749,41214.0986
1572,0.748,40475.3773
1573,0.748,39631.2463
1574,0.748,39013.427
1575,0.748,38079.5341
1576,0.748,38423.2069
1577,0.748,39356.1072
1578,0.748,39001.4992
1579,0.748,38925.1055
1580,0.748,38890.4027
1581,0.748,39313.0992
1582,0.748,39545.0289
1583,0.748,38947.8106
1584,0.748,39086.2845
1585,0.748,39076.9739
1586,0.748,38092.3445
1587,0.748,38244.6317
1588,0.748,38011.0616
1589,0.748,37665.5256
1590,0.748,37347.6859
1591,0.748,36948.5236
1592,0.748,36592.696
1593,0.748,36475.5073
1594,0.748,36491.383
1595,0.748,36450.7657
1596,0.748,36191.1359
1597,0.748,35827.8095
1598,0.748,35506.2349
1599,0.748,35844.0669
1600,0.748,35678.7265
1601,0.748,35753.5725
1602,0.748,35640.9743
1603,0.748,35523.5466
1604,0.748,35088.8201
1605,0.748,35394.7297
1606,0.748,35516.5824
1607,0.748,35010.3518
1608,0.748,34576.9606
1609,0.748,34370.7574
1610,0.748,34299.5553
1611,0.748,34695.666
1612,0.748,34674.6576
1613,0.748,36069.3676
1614,0.848,21172.7078
1615,1.05,21886.1543
1616,1.072,15609.0981
1617,1.422,8501.34408
1618,1.917,8743.72645
1619,2.207,7966.02698
1620,1.551,4489.35486
1621,3.159,3533.03865
1622,5.627,3308.11633
1623,5.691,3322.05568
1624,5.75,3262.11874
1625,5.736,3272.16207
1626,5.738,3278.34698
1627,5.743,3424.45197
1628,5.741,3183.38529
1629,5.744,3167.06103
1630,5.74,3239.57758
1631,5.743,3341.94359
1632,5.74,3189.09804
1633,5.742,3309.20135
1634,5.741,3296.34969
1635,5.742,3200.22784
1636,5.741,3339.08422
1637,5.74,3274.75292
1638,5.74,3352.60755
1639,5.74,3211.9656
1640,5.74,3207.54994
1641,5.74,3250.24588
1642,5.741,3186.85981
1643,5.74,3219.60516
1644,5.74,3280.19884
1645,5.74,3180.13548
1646,5.741,3271.5319
1647,5.741,3224.6135
1648,5.74,3338.39695
1649,5.74,3247.50388
1650,5.74,3293.21468
1651,5.741,3185.6194
1652,5.74,3182.81279
1653,5.74,3249.39275
1654,5.741,3290.81077
1655,5.741,3150.74569
1656,5.74,3236.47664
1657,5.74,3038.78242
1658,5.74,3218.07728
1659,5.74,3271.52649
1660,5.74,3289.81002
1661,5.74,3173.96631
1662,5.74,3216.00741
1663,5.74,3272.86997
1664,5.74,3215.7077
1665,5.742,3280.76294
1666,5.74,3285.72992
1667,5.741,3266.65232
1668,5.741,3225.63079
1669,5.742,3278.43191
1670,5.741,3155.72546
1671,5.741,3152.90388
1672,5.741,3139.51401
1673,5.741,3181.32761
1674,5.741,3244.57371
1675,5.74,3139.12373
1676,5.74,3251.36345
1677,5.74,3184.61513
1678,5.741,3092.31249
1679,5.741,3360.33352
1680,5.741,3274.20567
1681,5.741,3288.90098
1682,5.741,3177.57748
1683,5.74,3264.4468
1684,5.74,3281.4268
1685,5.74,3158.45444
1686,5.74,3217.09903
1687,5.74,3123.382
1688,5.742,3091.72039
1689,5.741,3060.96105
1690,5.742,3182.19659
1691,5.743,3171.98883
1692,5.742,3212.00386
1693,5.741,3191.27368
1694,5.741,3333.6723
1695,5.742,3105.96705
1696,5.741,3134.68618
1697,5.74,3127.82419
1698,5.743,3177.35926
1699,5.742,3242.43786
1700,5.742,3164.36628
1701,5.742,3243.63401
1702,5.74,3160.30517
1703,5.741,3235.24421
1704,5.741,3319.13848
1705,5.741,3267.00575
1706,5.741,3206.23828
1707,5.74,3227.66521
1708,5.741,3300.46519
1709,5.741,3253.8803
1710,5.74,3216.73733
1711,5.74,3210.37133
1712,5.74,3303.43674
1713,5.74,3107.13135
1714,5.74,3287.84118
1715,5.74,3277.77743
1716,5.74,3143.95073
1717,5.74,3159.76021
1718,5.74,3261.47956
1719,5.74,3196.33608
1720,5.74,3220.5821
1721,5.74,3199.35283
1722,5.74,3120.83187
1723,5.74,3159.85803
1724,5.74,3154.13377
1725,5.74,3160.99476
1726,5.74,3296.26022
1727,5.74,3171.24468
1728,5.74,3165.14938
1729,5.74,3138.01272
1730,5.74,3197.81844
1731,5.74,3208.22932
1732,5.74,3095.89783
1733,5.74,3193.79483
1734,5.74,3249.1229
1735,5.74,3246.3606
1736,5.74,3198.96362
1737,5.74,3268.85511
1738,5.74,3142.07034
1739,5.74,3179.22532
1740,5.74,3239.48147
1741,5.74,3288.87048
1742,5.74,3314.1996
1743,5.74,3229.34102
1744,5.74,3151.06539
1745,5.74,3331.79131
1746,5.74,3333.27964
1747,5.74,3211.62226
1748,5.74,3156.33051
1749,5.74,3241.77334
1750,5.74,3215.63699
1751,5.74,3217.91476
1752,5.74,3288.69399
1753,5.739,3297.81311
1754,5.74,3210.64344
1755,5.74,3280.22301
1756,5.74,3245.29733
1757,5.74,3132.00473
1758,5.74,3297.92548
1759,5.74,3160.52354
1760,5.74,3070.51768
1761,5.74,3365.87108
1762,5.74,3243.57089
1763,5.761,3275.45684
1764,5.75,3343.38245
1765,5.761,7084.02049
1766,4.445,43484.9384
1767,0.74,43244.5688
1768,0.741,42811.6664
1769,0.741,42565.8691
1770,0.741,41452.5223
1771,0.741,40561.2128
1772,0.741,41369.3929
1773,0.741,40260.4282
1774,0.741,40643.0536
1775,0.741,40383.3424
1776,0.741,40196.147
1777,0.741,40737.5142
1778,0.741,40276.0368
1779,0.74,39443.5392
1780,0.74,39302.1714
1781,0.74,39464.5473
1782,0.74,39153.0427
1783,0.74,38018.8997
1784,0.74,38251.514
1785,0.74,38001.6664
1786,0.74,37408.2737
1787,0.74,37291.7793
1788,0.74,36540.7555
1789,0.74,37302.3722
1790,0.74,37233.6368
1791,0.74,36801.9768
1792,0.74,36922.1227
1793,0.74,37071.4384
1794,0.74,36624.1513
1795,0.74,36569.0381
1796,0.74,36237.5082
1797,0.74,35885.4487
1798,0.74,35999.0141
1799,0.74,36257.3565
1800,0.74,36216.8858
1801,0.74,35850.3756
1802,0.74,36208.4161
1803,0.74,36184.1158
1804,0.74,36121.778
1805,0.74,35998.0329
1806,0.74,35982.2586
1807,0.74,36207.8536
1808,0.74,36014.9263
1809,0.74,35924.8446
1810,0.74,35476.3189
1811,0.74,35413.767
1812,0.74,34776.3811
1813,0.74,34892.7052
1814,0.74,34518.711
1815,0.74,34703.7988
1816,0.74,34595.681
1817,0.74,34817.6691
1818,0.74,35009.5183
1819,0.74,35397.6056
1820,0.74,35455.3297
1821,0.74,35460.6901
1822,0.74,35177.639
1823,0.74,34992.0331
1824,0.74,34894.7731
1825,0.74,34577.9876
1826,0.74,34041.6512
1827,0.74,33703.262
1828,0.749,33440.8507
1829,0.915,7271.21303
1830,2.043,3797.87944
1831,5.834,3602.99651
1832,5.732,3269.30463
1833,5.699,3382.03397
1834,5.738,3428.31948
1835,5.724,3278.04465
1836,5.729,3245.77088
1837,5.727,3349.3907
1838,5.73,3276.23892
1839,5.731,3209.00319
1840,5.73,3327.97171
1841,5.731,3298.0593
1842,5.73,3352.77813
1843,5.731,3345.76213
1844,5.729,3278.331
1845,5.729,3253.84006
1846,5.729,3320.46372
1847,5.729,3300.63909
1848,5.729,3267.76273
1849,5.728,3232.89811
1850,5.728,3263.98059
1851,5.729,3196.48415
1852,5.728,3223.23335
1853,5.729,3274.47178
1854,5.73,3164.4434
1855,5.729,3188.04298
1856,5.729,3328.70057
1857,5.731,3264.45622
1858,5.729,3225.29434
1859,5.73,3279.38778
1860,5.729,3379.32838
1861,5.73,3402.96193
1862,5.731,3365.84948
1863,5.729,3238.36286
1864,5.729,3238.83774
1865,5.729,3214.96745
1866,5.729,3181.28278
1867,5.729,3201.36204
1868,5.728,3331.21917
1869,5.728,3167.51414
1870,5.729,3337.00549
1871,5.729,3287.83858
1872,5.728,3318.84559
1873,5.728,3293.75443
1874,5.729,3305.86485
1875,5.73,3310.09435
1876,5.729,3358.27745
1877,5.729,3169.63842
1878,5.729,3233.68101
1879,5.729,3248.25601
1880,5.728,3416.68709
1881,5.729,3229.82958
1882,5.729,3365.47561
1883,5.736,3325.32485
1884,5.765,53331.212
1885,4.055,42814.1381
1886,0.746,40648.2807
1887,0.748,38995.3961
1888,0.748,38362.2563
1889,0.748,37719.5075
1890,0.747,37308.9029
1891,0.747,37377.9988
1892,0.746,37227.3782
1893,0.747,36957.3539
1894,0.747,36389.9899
1895,0.747,36478.6747
1896,0.747,36391.3877
1897,0.747,36074.4801
1898,0.747,35593.7145
1899,0.747,35832.307
1900,0.747,35396.1412
1901,0.746,35438.3194
1902,0.747,35200.6299
1903,0.746,35186.3682
1904,0.746,35103.7985
1905,0.746,35356.1124
1906,0.746,35280.9232
1907,0.746,35670.1523
1908,0.744,36024.6083
1909,0.744,35671.3222
1910,0.744,35656.6968
1911,0.745,35159.2493
1912,0.746,34947.0235
1913,0.746,35018.319
1914,0.746,34902.5341
1915,0.746,35092.2726
1916,0.746,34825.0624
1917,0.746,34550.708
1918,0.746,34257.6815
1919,0.746,34211.9883
1920,0.746,34021.2758
1921,0.746,34065.5005
1922,0.746,33813.0448
1923,0.744,33649.899
1924,0.744,32909.3126
1925,0.745,32661.9134
1926,0.745,32425.4914
1927,0.746,32393.8539
1928,0.746,32330.5895
1929,0.746,31693.8513
1930,0.746,31500.9589
1931,0.746,31620.5309
1932,0.746,31306.9382
1933,0.746,31561.675
1934,0.744,31695.5616
1935,0.745,31765.1871
1936,0.745,32330.1894
1937,0.744,32476.8578
1938,0.744,33028.3387
1939,0.745,32776.5144
1940,0.745,32845.5699
1941,0.745,32868.3329
1942,0.746,33031.8971
