Load (lbf),Resistance (Ohms)
4.03,3720.03138
4.035,3739.61699
4.042,3662.73885
4.046,3756.04
4.053,3718.53242
4.058,3733.06153
4.064,3688.90536
4.071,3751.05384
4.074,3737.57733
4.078,3737.99107
4.085,3651.47166
4.089,3744.87011
4.094,3724.85751
4.103,3731.64396
4.107,3733.84768
4.112,3784.33331
4.118,3696.09709
4.122,3525.40448
4.127,3656.80849
4.132,3562.88027
4.135,3708.20044
4.139,3600.15993
4.148,3703.08321
4.156,3639.26189
4.164,3509.53796
4.167,3607.46662
4.173,3603.81381
4.182,3624.1769
4.189,3603.33616
4.198,3573.68041
4.203,3581.35764
4.211,3520.97746
4.214,3531.75898
4.218,3522.2151
4.223,3524.20403
4.226,3507.19586
4.229,3455.27241
4.235,3436.35883
4.242,3560.30096
4.246,3649.97317
4.254,3454.24932
4.259,3363.02339
4.266,3549.37545
4.274,3424.46804
4.278,3420.68033
4.281,3486.12721
4.287,3464.38846
4.291,3632.12695
4.297,3429.42098
4.305,3451.3013
4.31,3467.77143
4.317,3549.64088
4.321,3590.21733
4.33,3505.31452
4.336,3437.36347
4.34,3346.95971
4.345,3556.05037
4.35,3436.57437
4.353,3383.66082
4.359,3505.48574
4.365,3475.06957
4.371,3497.52256
4.379,3534.82121
4.384,3379.38031
4.39,3529.79468
4.398,3452.2594
4.404,3443.57678
4.41,3557.56312
4.413,3494.46813
4.417,3337.48733
4.428,3504.9523
4.433,3486.07452
4.44,3492.64208
4.445,3460.06224
4.45,3387.32437
4.456,3436.25739
4.459,3534.24446
4.462,3458.77447
4.466,3344.95949
4.472,3367.22534
4.477,3392.94111
4.486,3506.7324
4.494,3419.16563
4.499,3395.15527
4.505,3415.52244
4.509,3335.85051
4.517,3317.70929
4.522,3329.38014
4.527,3349.63922
4.533,3348.58283
4.541,3350.98379
4.546,3298.24064
4.553,3333.56969
4.559,3330.89385
4.57,3185.40283
4.572,3341.85866
4.579,3257.69839
4.583,3340.70639
4.586,3435.20229
4.591,3260.5613
4.598,3122.59899
4.601,3323.91777
4.61,3199.8883
4.617,3339.41335
4.619,3330.40672
4.625,3299.13924
4.63,3375.7574
4.632,3355.566
4.637,3345.32591
4.643,3050.49788
4.646,3332.70177
4.651,3225.76402
4.659,3335.06357
4.665,3315.23862
4.67,3258.41821
4.675,3341.96743
4.679,3327.5696
4.685,3274.92837
4.692,3271.11664
4.701,3228.41594
4.71,3272.04482
4.714,3094.90887
4.722,3141.41481
4.726,3166.55751
4.73,3179.67434
4.735,3219.73353
4.737,3213.44969
4.74,3283.66976
4.747,3148.60089
4.752,3069.98399
4.76,3209.62187
4.767,3153.02028
4.77,3217.65333
4.779,3124.87753
4.79,3149.80835
4.798,3015.02349
4.803,3115.99006
4.811,3047.9176
4.819,3199.40621
4.825,3164.26132
4.833,2965.93057
4.835,3077.45859
4.836,3078.15078
4.839,3117.59807
4.844,3003.42832
4.846,3089.21284
4.851,3102.18738
4.86,3102.95826
4.862,3076.39899
4.864,3044.11703
4.868,2990.60643
4.872,3060.22628
4.878,3075.54079
4.888,3151.02516
4.893,3134.03548
4.898,3101.45868
4.906,3158.0492
4.91,3051.3981
4.914,3139.38785
4.921,2996.08965
4.927,2978.75105
4.936,3068.2067
4.942,2951.62351
4.95,3026.73383
4.956,3034.56206
4.964,3048.36419
4.972,3102.53034
4.978,2905.09008
4.985,3057.25365
4.989,2986.27428
4.994,3012.65442
4.999,2990.8891
5.003,2893.23487
5.007,2947.8175
5.014,3010.52436
5.016,2995.0914
5.02,2944.94909
5.026,3066.29639
5.029,3031.60874
5.034,2932.1361
5.04,2981.98687
5.043,2846.9374
5.048,3077.89957
5.058,2974.99269
5.065,2922.19419
5.076,2759.14385
5.083,2906.99693
5.087,2951.41485
5.094,2982.66051
5.105,2937.96979
5.113,2862.56951
5.122,2963.68582
5.127,2893.22526
5.132,2837.30457
5.139,2939.96427
5.142,2863.1362
5.145,2814.01315
5.149,2870.57776
5.154,2794.93765
5.156,2837.96949
5.162,2869.08573
5.169,2810.59347
5.174,2839.82995
5.18,2875.37286
5.184,2951.22224
5.189,2832.66798
5.195,2813.0487
5.199,2899.42437
5.202,2809.6461
5.205,2786.63892
5.212,2723.57845
5.215,2847.89654
5.221,2848.33465
5.227,2736.8285
5.231,2766.73368
5.237,2739.71458
5.244,2802.28078
5.247,2993.72138
5.255,2939.78025
5.261,2918.7117
5.271,2842.67636
5.276,2782.04919
5.279,2838.98614
5.285,2822.63364
5.291,2928.43427
5.294,2856.27658
5.3,2830.75963
5.307,2857.39214
5.312,2707.79362
5.319,2791.75633
5.33,2835.10599
5.344,2838.03316
5.353,2905.47166
5.358,2792.03623
5.362,2836.03101
5.366,2850.36375
5.371,2802.9041
5.372,2817.51068
5.375,2759.50563
5.381,2758.30833
5.387,2804.51185
5.391,2852.05226
5.399,2666.84779
5.405,2638.22082
5.41,2781.48569
