Load (lbf),Resistance (Ohms)
4.0121,9538.85696
4.0268,9481.70637
4.0288,9420.49057
4.033,9360.14629
4.0387,9398.76979
4.0395,9431.87163
4.0403,9404.97321
4.0423,9407.04427
4.0464,9311.24236
4.0514,9333.35217
4.0544,9315.97391
4.0639,9374.03744
4.0711,9185.73168
4.0771,9241.03568
4.0838,9353.16217
4.0858,9156.10011
4.089,9164.26675
4.0937,9225.47466
4.0982,9229.85138
4.1046,9385.44549
4.1127,9158.81028
4.1171,9175.36286
4.1219,9161.01535
4.1299,9108.59786
4.1333,9050.50022
4.1411,9133.69861
4.1446,9124.43054
4.1468,9130.19664
4.151,9195.9649
4.1577,9053.21218
4.162,8965.57273
4.1713,9019.99529
4.1794,8970.36161
4.1846,8790.41649
4.1891,8884.40681
4.1926,9001.12957
4.1979,8912.14748
4.2044,8925.59815
4.207,8826.26191
4.2105,9007.10459
4.2176,8958.73587
4.2255,8879.98847
4.2336,8797.65253
4.2393,8674.79398
4.244,8764.11471
4.2509,8868.83192
4.2542,8672.29909
4.2632,8808.21818
4.2695,8681.425
4.2744,8652.91417
4.2862,8751.65454
4.2888,8653.2459
4.2958,8755.58107
4.3029,8524.95601
4.3086,8615.00669
4.3174,8493.13545
4.3193,8696.37553
4.3237,8630.91553
4.3279,8732.93741
4.3315,8634.83505
4.3351,8649.39122
4.3395,8539.0707
4.3459,8463.5237
4.3514,8540.99943
4.3589,8513.44919
4.3636,8458.15744
4.3707,8441.16801
4.3777,8537.48805
4.3818,8460.3063
4.3886,8483.26165
4.3962,8606.20596
4.4015,8308.90478
4.4055,8477.58081
4.4095,8273.5055
4.4134,8433.73424
4.4202,8308.17793
4.4241,8213.61707
4.4306,8158.81108
4.4402,8235.66841
4.4469,8125.88469
4.4551,8176.87285
4.4588,8306.20662
4.4622,8157.21167
4.4643,8236.06451
4.4691,8085.8479
4.4712,8107.66204
4.4759,8180.05997
4.4852,8194.25949
4.49,8072.10762
4.4971,8057.77323
4.5047,8120.54004
4.51,8095.71929
4.5163,7888.01982
4.5223,8037.123
4.5309,8059.09856
4.5378,7978.03334
4.5458,8032.46194
4.5488,7975.36524
4.5514,7912.15024
4.5547,7961.79315
4.5591,8007.45704
4.5637,7981.77479
4.5669,8034.28277
4.5719,7961.01515
4.5828,8054.29434
4.5886,7908.35178
4.5938,8017.68204
4.5997,7862.10309
4.6083,7830.89365
4.6142,7857.70971
4.6178,7796.57997
4.6261,7854.67249
4.6355,7784.3253
4.6466,7831.40079
4.6524,7785.18336
4.6589,7739.78138
4.6642,7670.30334
4.6669,7753.19603
4.6697,7758.66861
4.6732,7675.08212
4.6768,7668.20157
4.6806,7776.2225
4.6856,7703.11003
4.6907,7674.59253
4.6917,7669.4089
